FullNameCache,Country,Locality,Latitude,Longitude,CollectionDateBegin,outlier_detected,outlier_status,outlier_confidence,outlier_severity,outlier_score,outlier_primary_detector,outlier_primary_field,outlier_model_count,llm_flagged,outlier_reason,outlier_summary
Potamogeton trichoides,Germany,"Germany: Nordrhein-Westfalen. Im Zweistrom bei Nellewartje bei Cleve. 1864-07-01 - 1864-07-31, Leg.: Herrenkohl 770.",51.80452346801758,6.144287109375,1864-07-01,True,fuzzy,8,info,0.0758260729730355,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.144287109375 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Potamogeton acutifolius,Germany,"Germany: Nordrhein-Westfalen. Niederrhein: an Gräben zwischen Kevelaar und Wemp.[Kevelaer Wemb ]. 1867-09-01 - 1867-09-30, Leg.: Herrenkohl 986.",51.586669921875,6.195945739746094,1867-09-01,True,fuzzy,8,info,0.0755365185907156,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.195945739746094 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Silene armeria L.,Germany,Flora von Neustadt Ebw. [Eberswalde]: beim großen See.,0.0024999999441206,,1858-07,True,fuzzy,15,low,0.15,iqr_detector,decimalLatitude,1,False,"decimalLatitude value 0.0024999999441206 is outside the IQR fence [46.882, 55.785].",Low outlier detected in decimalLatitude by iqr_detector.
Myosotis arvensis Hill subsp. arvensis,Germany,"Germany: Nordrhein-Westfalen. Schneeberg bei Aachen. 13.05.2013, Leg.: R. Mause 5. ex herb. / ded. : herb. René Mause.",50.79750061035156,6.004169940948486,2013-05-13,True,fuzzy,8,info,0.0766114507475664,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.004169940948486 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Sparganium erectum subsp. neglectum (Beeby) K.Richt.,Germany,"Germany: Rheinland-Pfalz. Großlangenfeld, in Altarm der Alfbachaue, ca. 600 m oberhalb Eisbachmündung, TK 5703/4. kleines Röhricht. Alt.: 447 m. 03.08.2013, Leg.: R. Hand & al. 6259.",50.220001220703125,6.271940231323242,2013-08-03,True,fuzzy,8,info,0.0751105580511064,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.271940231323242 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Sparganium erectum subsp. neglectum (Beeby) K.Richt.,Germany,"Germany: Rheinland-Pfalz. Großlangenfeld, in Altarm der Alfbachaue, ca. 600 m oberhalb Eisbachmündung, TK 5703/4. kleines Röhricht. Alt.: 447 m. 03.08.2013, Leg.: R. Hand & al. 6259.",50.220001220703125,6.271940231323242,2013-08-03,True,fuzzy,8,info,0.0751105580511064,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.271940231323242 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Centaurea nigra subsp. nemoralis (Jord.) Gremli,Germany,"Germany: Nordrhein-Westfalen. Lammersdorf, Hahner Str. 12.07.2013, Leg.: R. Mause 80.",50.66638946533203,6.246109962463379,2013-07-12,True,fuzzy,8,info,0.0752553405877542,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.246109962463379 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Scandix pecten-veneris L.,Germany,"Germany: Nordrhein-Westfalen. Schneeberg bei Aachen. 13.05.2013, Leg.: R. Mause 2014-4. ex herb. / ded. : herb. René Mause.",50.7852783203125,6.004169940948486,2013-05-13,True,fuzzy,8,info,0.0766114507475664,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.004169940948486 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Ranunculus hederaceus L.,Germany,"Germany: Nordrhein-Westfalen. Aachen-Horbach. 12.05.2013, Leg.: R. Mause 2014-2. ex herb. / ded. : herb. René Mause.",50.831390380859375,6.045000076293945,2013-05-12,True,fuzzy,8,info,0.0763825917062975,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.045000076293945 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Valeriana dioica L.,Germany,"Germany: Nordrhein-Westfalen. Simmerath, Kranzbruch. 27.05.2013, Leg.: R. Mause 2013-22. ex herb. / ded. : herb. René Mause.",50.59999847412109,6.280280113220215,2013-05-27,True,fuzzy,8,info,0.0750638117604295,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.280280113220215 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
